id,RarityScore,PunkType,FullType,AttributeCount,Hair,Eyes,FacialHair,NeckAccessory,MouthProp,Mouth,Blemishes,Ears,Nose,ETHPrice,USDPrice,TimeInDays,TimesSold,LastUSDPrice,LastETHPrice,TimePurchase,LastPercentChange,DaysBetweenPurchases
4522,123.28,Male,Male-Dark,2,Top Hat,Nerd Glasses,None,Nerd Glasses,None,None,None,None,None,,,,,,,,,
4523,61.29,Male,Male-Mid,3,Messy Hair,Regular Shades,None,Regular Shades,None,None,None,Earring,None,[0.2],[485.3],[1095.75],1.0,485.30,0.20,1095.75,NA,NA
4524,72.99,Male,Male-Albino,2,Mohawk Dark,Classic Shades,None,Classic Shades,None,None,None,None,None,"[88.0, 29.99, 22.97]","[213560.0, 72780.0, 55740.0]","[152.185, 152.185, 182.622]",3.0,213560.00,88.00,152.19,193.42822989516495,0.0
4525,145.82,Female,Female-Dark,4,Half Shaved,None,None,None,Pipe,Black Lipstick,None,Earring,None,,,,,,,,,
4526,138.27,Male,Male-Dark,3,Hoodie,None,Normal Beard,None,None,None,None,None,Clown Nose,"[209.0, 299.99, 225.0, 35.0, 14.0, 1.85, 0.37, 0.2]","[507200.0, 728020.0, 546030.0, 84940.0, 33980.0, 4490.0, 897.9, 485.3]","[1.0, 91.311, 121.748, 334.807, 334.807, 730.5, 730.5, 1461.0]",8.0,507200.00,209.00,1.00,-30.33167999274746,90.311
4527,69.32,Male,Male-Light,2,Bandana,VR,None,VR,None,None,None,None,None,,,,,,,,,
4528,115.07,Male,Male-Mid,3,Frumpy Hair,None,Front Beard,None,None,Frown,None,None,None,"[5.25, 4.7, 5.13, 0.55]","[12740.0, 11410.0, 12450.0, 1330.0]","[365.25, 365.25, 365.25, 365.25]",4.0,12740.00,5.25,365.25,11.646656734729646,0.0
4529,176.31,Male,Male-Dark,3,Top Hat,Eye Mask,None,Eye Mask,None,Frown,None,None,None,"[200.0, 164.99, 42.0, 39.99]","[485360.0, 400400.0, 101930.0, 97050.0]","[91.311, 121.748, 273.933, 304.37]",4.0,485360.00,200.00,91.31,21.218478475328485,30.436999999999998
4530,84.65,Female,Female-Albino,3,Mohawk,None,None,None,Cigarette,Hot Lipstick,None,None,None,,,,,,,,,
4531,138.74,Male,Male-Dark,3,Purple Hair,Small Shades,Luxurious Beard,Small Shades,None,None,None,None,None,,,,,,,,,
4532,80.38,Male,Male-Light,2,Knitted Cap,None,None,None,Vape,None,None,None,None,"[65.0, 13.85, 2.94, 0.17]","[157740.0, 33610.0, 7130.0, 423.3]","[152.185, 334.807, 365.25, 1461.0]",4.0,157740.00,65.00,152.19,369.3106423492309,182.622
4533,130.0,Male,Male-Dark,3,Police Cap,VR,Goat,VR,None,None,None,None,None,[0.5],[1210.0],[1095.75],1.0,1210.00,0.50,1095.75,NA,NA
4534,94.26,Male,Male-Light,3,Knitted Cap,Nerd Glasses,Front Beard,Nerd Glasses,None,None,None,None,None,"[72.44, 60.0, 17.0, 4.99, 0.14, 0.1]","[175800.0, 145610.0, 41260.0, 12110.0, 339.7, 242.6]","[152.185, 152.185, 334.807, 365.25, 1095.75, 1095.75]",6.0,175800.00,72.44,152.19,20.732636957372726,0.0
4535,154.51,Female,Female-Dark,2,Pink With Hat,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,[0.7],[1700.0],[1095.75],1.0,1700.00,0.70,1095.75,NA,NA
4536,129.66,Female,Female-Mid,3,Dark Hair,VR,None,VR,None,Purple Lipstick,None,None,None,[125.0],[303350.0],[152.185],1.0,303350.00,125.00,152.19,NA,NA
4537,69.29,Female,Female-Dark,3,Cap,None,None,None,None,Hot Lipstick,None,Earring,None,[1.75],[4250.0],[365.25],1.0,4250.00,1.75,365.25,NA,NA
4538,89.05,Male,Male-Light,2,Peak Spike,None,Front Beard,None,None,None,None,None,None,"[0.29, 0.12]","[703.7, 291.2]","[1461.0, 1461.0]",2.0,703.70,0.29,1461.00,140.82819986310747,0.0
4539,57.89,Male,Male-Light,2,Bandana,Big Shades,None,Big Shades,None,None,None,None,None,"[22.99, 24.99, 30.0, 25.0, 0.2, 0.19]","[55790.0, 60650.0, 72800.0, 60670.0, 485.3, 461.0]","[304.37, 304.37, 304.37, 304.37, 1461.0, 1461.0]",6.0,55790.00,22.99,304.37,-8.014707094689289,0.0
4540,71.34,Male,Male-Light,2,Peak Spike,Classic Shades,None,Classic Shades,None,None,None,None,None,"[25.0, 1.15]","[60670.0, 2790.0]","[304.37, 365.25]",2.0,60670.00,25.00,304.37,2073.7728412755287,60.879999999999995
4541,65.06,Male,Male-Dark,3,Wild Hair,Eye Patch,None,Eye Patch,None,None,None,Earring,None,"[101.11, 97.0, 75.0, 1.99]","[245370.0, 235400.0, 182010.0, 4830.0]","[60.874, 91.311, 152.185, 365.25]",4.0,245370.00,101.11,60.87,4.234901296086253,30.437000000000005
4542,91.27,Male,Male-Light,2,Clown Hair Green,None,None,None,None,None,None,Earring,None,"[27.24, 25.75, 19.0]","[66110.0, 62490.0, 46110.0]","[243.496, 273.933, 273.933]",3.0,66110.00,27.24,243.50,5.791233937687027,30.436999999999983
4543,77.44,Male,Male-Dark,2,Frumpy Hair,None,Luxurious Beard,None,None,None,None,None,None,"[64.99, 55.9, 55.0]","[157720.0, 135660.0, 133470.0]","[152.185, 152.185, 152.185]",3.0,157720.00,64.99,152.19,16.260384340377854,0.0
4544,78.18,Male,Male-Light,2,Crazy Hair,None,Normal Beard Black,None,None,None,None,None,None,,,,,,,,,
4545,147.21,Female,Female-Dark,3,Wild White Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,Hot Lipstick,None,None,None,,,,,,,,,
4546,63.45,Female,Female-Light,3,Stringy Hair,None,None,None,None,None,Mole,Earring,None,[15.0],[36400.0],[273.933],1.0,36400.00,15.00,273.93,NA,NA
4547,61.24,Female,Female-Light,3,Bandana,None,None,None,None,Hot Lipstick,None,Earring,None,[0.3],[728.0],[1461.0],1.0,728.00,0.30,1461.00,NA,NA
4548,106.1,Female,Female-Mid,2,Red Mohawk,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
4549,127.45,Male,Male-Albino,2,Clown Hair Green,VR,None,VR,None,None,None,None,None,[4.0],[9710.0],[365.25],1.0,9710.00,4.00,365.25,NA,NA
4550,101.89,Male,Male-Light,4,Headband,Big Shades,Mustache,Big Shades,None,None,None,Earring,None,"[114.99, 104.0, 7.45, 0.25]","[279060.0, 252390.0, 18080.0, 606.7]","[121.748, 121.748, 334.807, 1461.0]",4.0,279060.00,114.99,121.75,10.56654159617419,0.0
4551,118.93,Male,Male-Mid,3,Hoodie,VR,Goat,VR,None,None,None,None,None,[220.0],[533900.0],[5.0],1.0,533900.00,220.00,5.00,NA,NA
4552,105.92,Male,Male-Dark,4,Headband,Classic Shades,None,Classic Shades,Vape,None,None,Earring,None,,,,,,,,,
4553,95.34,Male,Male-Mid,3,Crazy Hair,Classic Shades,Luxurious Beard,Classic Shades,None,None,None,None,None,"[48.0, 36.0, 0.8]","[116490.0, 87360.0, 1940.0]","[182.622, 273.933, 1095.75]",3.0,116490.00,48.00,182.62,33.343253854694886,91.31099999999998
4554,141.3,Female,Female-Dark,4,Straight Hair Dark,Regular Shades,None,Regular Shades,None,Hot Lipstick,Mole,None,None,"[1.2, 1.13]","[2910.0, 2750.0]","[365.25, 730.5]",2.0,2910.00,1.20,365.25,5.779716466739368,365.25
4555,75.05,Male,Male-Light,2,Frumpy Hair,None,Muttonchops,None,None,None,None,None,None,[22.5],[54600.0],[304.37],1.0,54600.00,22.50,304.37,NA,NA
4556,103.65,Male,Male-Light,3,Mohawk,Clown Eyes Green,None,Clown Eyes Green,None,Frown,None,None,None,"[74.0, 19.25, 21.75]","[179580.0, 46720.0, 52780.0]","[13.0, 182.622, 334.807]",3.0,179580.00,74.00,13.00,284.36677297146895,169.622
4557,79.08,Male,Male-Dark,2,Headband,None,Normal Beard Black,None,None,None,None,None,None,,,,,,,,,
4558,133.55,Male,Male-Dark,3,Cap Forward,None,Normal Beard,None,None,Smile,None,None,None,[24.3],[58970.0],[334.807],1.0,58970.00,24.30,334.81,NA,NA
4559,265.54,Zombie,Zombie,2,Stringy Hair,None,None,None,None,None,None,Earring,None,,,,,,,,,
4560,125.83,Female,Female-Light,3,Blonde Short,None,None,None,Cigarette,None,Mole,None,None,,,,,,,,,
4561,83.93,Male,Male-Mid,2,Fedora,None,None,None,Cigarette,None,None,None,None,"[40.0, 29.2]","[97070.0, 70860.0]","[273.933, 304.37]",2.0,97070.00,40.00,273.93,36.986494686781164,30.437000000000012
4562,88.72,Female,Female-Light,3,Stringy Hair,VR,None,VR,None,Black Lipstick,None,None,None,"[27.5, 27.0]","[66740.0, 65519.99999999999]","[304.37, 304.37]",2.0,66740.00,27.50,304.37,1.8604722150150448,0.0
4563,63.91,Female,Female-Dark,2,Knitted Cap,None,None,None,None,None,Mole,None,None,,,,,,,,,
4564,56.65,Male,Male-Albino,2,Stringy Hair,None,None,None,None,None,None,Earring,None,"[18.8, 21.5, 22.5]","[45620.0, 52180.0, 54600.0]","[182.622, 304.37, 304.37]",3.0,45620.00,18.80,182.62,-12.573542093865584,121.74799999999999
4565,104.03,Male,Male-Light,3,Hoodie,VR,Shadow Beard,VR,None,None,None,None,None,[0.18],[448.6],[1461.0],1.0,448.60,0.18,1461.00,NA,NA
4566,146.68,Female,Female-Light,2,Pink With Hat,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
4567,234.99,Male,Male-Mid,3,Bandana,None,Big Beard,None,None,Buck Teeth,None,None,None,,,,,,,,,
4568,108.99,Female,Female-Dark,2,Straight Hair Blonde,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
4569,84.01,Male,Male-Light,3,Mohawk,Clown Eyes Blue,Shadow Beard,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
4570,60.72,Male,Male-Mid,2,Wild Hair,Classic Shades,None,Classic Shades,None,None,None,None,None,,,,,,,,,
4571,65.92,Female,Female-Dark,2,Crazy Hair,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
4572,170.9,Male,Male-Mid,4,Purple Hair,Nerd Glasses,Mustache,Nerd Glasses,None,Frown,None,None,None,,,,,,,,,
4573,71.74,Female,Female-Dark,2,Frumpy Hair,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,[99.0],[240250.0],[121.748],1.0,240250.00,99.00,121.75,NA,NA
4574,131.8,Male,Male-Dark,4,Crazy Hair,VR,Shadow Beard,VR,None,Frown,None,None,None,,,,,,,,,
4575,167.36,Female,Female-Dark,4,Wild White Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,Purple Lipstick,Mole,None,None,,,,,,,,,
4576,76.33,Male,Male-Mid,3,Bandana,3D Glasses,None,3D Glasses,None,None,None,Earring,None,"[54.99, 40.0, 37.49, 7.0, 4.49, 2.0]","[133450.0, 97070.0, 90980.0, 16990.0, 10900.0, 4850.0]","[273.933, 304.37, 304.37, 365.25, 365.25, 365.25]",6.0,133450.00,54.99,273.93,37.47669231799405,30.437000000000012
4577,87.72,Male,Male-Light,2,Shaved Head,None,Luxurious Beard,None,None,None,None,None,None,,,,,,,,,
4578,81.78,Male,Male-Mid,3,Headband,VR,None,VR,Cigarette,None,None,None,None,"[0.08, 0.39]","[194.1, 946.4]","[1095.75, 1461.0]",2.0,194.10,0.08,1095.75,-79.51234958834705,365.25
4579,89.16,Female,Female-Albino,1,Stringy Hair,None,None,None,None,None,None,None,None,[9.99],[24240.0],[365.25],1.0,24240.00,9.99,365.25,NA,NA
4580,86.62,Female,Female-Light,3,Crazy Hair,Blue Eye Shadow,None,Blue Eye Shadow,None,None,None,Earring,None,,,,,,,,,
4581,188.02,Male,Male-Mid,3,Headband,Big Shades,None,Big Shades,None,Buck Teeth,None,None,None,,,,,,,,,
4582,100.76,Male,Male-Dark,3,Frumpy Hair,Small Shades,Luxurious Beard,Small Shades,None,None,None,None,None,,,,,,,,,
4583,122.77,Male,Male-Dark,2,Top Hat,None,None,None,None,None,Mole,None,None,[35.0],[84940.0],[334.807],1.0,84940.00,35.00,334.81,NA,NA
4584,154.89,Female,Female-Dark,4,Straight Hair Dark,Green Eye Shadow,None,Green Eye Shadow,Cigarette,Purple Lipstick,None,None,None,"[19.9, 22.97]","[48290.0, 55740.0]","[182.622, 243.496]",2.0,48290.00,19.90,182.62,-13.367180351985075,60.873999999999995
4585,122.64,Female,Female-Dark,2,Wild White Hair,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,,,,,,,,,
4586,65.57,Female,Female-Light,2,Crazy Hair,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
4587,93.92,Male,Male-Dark,3,Stringy Hair,Regular Shades,Front Beard,Regular Shades,None,None,None,None,None,[19.5],[47320.0],[304.37],1.0,47320.00,19.50,304.37,NA,NA
4588,106.03,Male,Male-Mid,3,Crazy Hair,VR,Chinstrap,VR,None,None,None,None,None,,,,,,,,,
4589,105.38,Male,Male-Light,3,Hoodie,Nerd Glasses,Muttonchops,Nerd Glasses,None,None,None,None,None,,,,,,,,,
4590,216.12,Male,Male-Dark,5,Police Cap,Clown Eyes Blue,Muttonchops,Clown Eyes Blue,Pipe,None,None,Earring,None,"[64.99, 53.0, 30.0, 37.5, 0.7]","[157720.0, 128620.0, 72800.0, 91010.0, 1700.0]","[152.185, 182.622, 243.496, 334.807, 730.5]",5.0,157720.00,64.99,152.19,22.623832811127265,30.437000000000012
4591,67.35,Male,Male-Dark,2,Cap,None,Shadow Beard,None,None,None,None,None,None,"[44.9, 38.0, 18.5, 24.0, 6.6, 2.9, 2.8]","[108960.0, 92220.0, 44900.0, 58240.0, 16020.0, 7040.0, 6800.0]","[152.185, 152.185, 182.622, 213.059, 334.807, 365.25, 365.25]",7.0,108960.00,44.90,152.19,18.150963446503507,0.0
4592,94.71,Male,Male-Dark,3,Mohawk Thin,Horned Rim Glasses,Front Beard,Horned Rim Glasses,None,None,None,None,None,"[20.0, 8.5, 3.4, 0.14]","[48540.0, 20630.0, 8250.0, 339.7]","[304.37, 334.807, 365.25, 1095.75]",4.0,48540.00,20.00,304.37,135.2770103242693,30.437000000000012
4593,124.18,Male,Male-Albino,3,Mohawk Thin,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,Clown Nose,[25.0],[60670.0],[213.059],1.0,60670.00,25.00,213.06,NA,NA
4594,114.75,Male,Male-Albino,2,Police Cap,None,Mustache,None,None,None,None,None,None,"[3.5, 3.0, 0.85, 0.4]","[8490.0, 7280.0, 2060.0, 970.7]","[365.25, 365.25, 365.25, 730.5]",4.0,8490.00,3.50,365.25,16.60486196950968,0.0
4595,137.91,Female,Female-Light,3,Blonde Bob,None,None,None,Pipe,Black Lipstick,None,None,None,,,,,,,,,
4596,209.7,Male,Male-Dark,4,Knitted Cap,None,None,None,Medical Mask,None,None,None,Clown Nose,[24.5],[59460.0],[334.807],1.0,59460.00,24.50,334.81,NA,NA
4597,90.09,Female,Female-Dark,3,Frumpy Hair,VR,None,VR,None,Black Lipstick,None,None,None,,,,,,,,,
4598,131.44,Female,Female-Mid,3,Blonde Short,Regular Shades,None,Regular Shades,None,Hot Lipstick,None,None,None,[135.0],[327620.0],[91.311],1.0,327620.00,135.00,91.31,NA,NA
4599,76.37,Male,Male-Mid,3,Wild Hair,Big Shades,Shadow Beard,Big Shades,None,None,None,None,None,"[190.0, 135.0, 80.0, 59.0, 40.0, 30.0, 22.0, 15.0, 0.1]","[461090.0, 327620.0, 194140.0, 143180.0, 97070.0, 72800.0, 53390.0, 36400.0, 242.6]","[121.748, 121.748, 152.185, 152.185, 182.622, 182.622, 213.059, 213.059, 1461.0]",9.0,461090.00,190.00,121.75,40.738841527252525,0.0
4600,70.44,Male,Male-Light,2,Shaved Head,Big Shades,None,Big Shades,None,None,None,None,None,"[26.99, 24.6]","[65500.0, 59700.0]","[304.37, 334.807]",2.0,65500.00,26.99,304.37,9.71340513559237,30.437000000000012
4601,103.89,Male,Male-Dark,3,Peak Spike,Classic Shades,Normal Beard,Classic Shades,None,None,None,None,None,"[92.95, 99.0, 50.0, 24.1, 22.1, 20.75, 24.99, 22.9, 21.0, 14.95, 22.0]","[225570.0, 240250.0, 121340.0, 58490.0, 53630.0, 50360.0, 60650.0, 55570.0, 50960.0, 36280.0, 53390.0]","[60.874, 60.874, 152.185, 182.622, 182.622, 182.622, 273.933, 273.933, 273.933, 273.933, 304.37]",11.0,225570.00,92.95,60.87,-6.110692567356639,0.0
4602,121.06,Male,Male-Mid,3,Police Cap,Nerd Glasses,Handlebars,Nerd Glasses,None,None,None,None,None,[1.0],[2430.0],[365.25],1.0,2430.00,1.00,365.25,NA,NA
4603,79.06,Male,Male-Dark,3,Cap Forward,Big Shades,None,Big Shades,None,None,None,Earring,None,,,,,,,,,
4604,125.4,Male,Male-Mid,2,Top Hat,None,Shadow Beard,None,None,None,None,None,None,,,,,,,,,
4605,93.9,Male,Male-Mid,3,Headband,None,None,None,None,None,None,Earring,Clown Nose,,,,,,,,,
4606,109.79,Female,Female-Dark,2,Half Shaved,Big Shades,None,Big Shades,None,None,None,None,None,"[15.0, 12.0]","[36400.0, 29120.0]","[334.807, 334.807]",2.0,36400.00,15.00,334.81,24.995707564987466,0.0
4607,124.08,Male,Male-Light,2,Clown Hair Green,None,None,None,Vape,None,None,None,None,"[70.0, 25.0, 0.1]","[169880.0, 60670.0, 242.6]","[30.437, 334.807, 1095.75]",3.0,169880.00,70.00,30.44,180.00197788070082,304.37
4608,103.28,Male,Male-Albino,2,Hoodie,None,Goat,None,None,None,None,None,None,"[290.0, 50.69, 46.5, 49.95, 1.5]","[703770.0, 123010.0, 112850.0, 121220.0, 3640.0]","[121.748, 304.37, 304.37, 334.807, 730.5]",5.0,703770.00,290.00,121.75,472.11956654282955,182.622
4609,60.54,Male,Male-Mid,2,Headband,Nerd Glasses,None,Nerd Glasses,None,None,None,None,None,"[17.49, 7.27, 6.1]","[42440.0, 17640.0, 14800.0]","[273.933, 334.807, 334.807]",3.0,42440.00,17.49,273.93,140.57593106966726,60.874000000000024
4610,76.29,Male,Male-Light,3,Stringy Hair,Eye Mask,None,Eye Mask,None,None,None,Earring,None,"[90.0, 99.0, 19.98, 19.5, 0.23, 0.2]","[218410.0, 240250.0, 48490.0, 47320.0, 558.1, 485.3]","[121.748, 121.748, 182.622, 182.622, 1095.75, 1095.75]",6.0,218410.00,90.00,121.75,-9.090909090909092,0.0
4611,163.3,Male,Male-Dark,3,Cowboy Hat,Big Shades,None,Big Shades,Medical Mask,None,None,None,None,"[89.99, 63.0, 7.0, 5.0, 3.0, 2.0]","[218390.0, 152890.0, 16990.0, 12130.0, 7280.0, 4850.0]","[152.185, 152.185, 365.25, 365.25, 365.25, 365.25]",6.0,218390.00,89.99,152.19,42.840324152500806,0.0
4612,226.88,Female,Female-Dark,3,Pilot Helmet,None,None,None,None,Purple Lipstick,None,Earring,None,[1.0],[2430.0],[1095.75],1.0,2430.00,1.00,1095.75,NA,NA
4613,71.36,Male,Male-Albino,2,Frumpy Hair,Regular Shades,None,Regular Shades,None,None,None,None,None,"[275.0, 18.0]","[667370.0, 43680.0]","[30.437, 213.059]",2.0,667370.00,275.00,30.44,1427.826743893226,182.62199999999999
4614,71.39,Male,Male-Mid,3,Do-rag,Nerd Glasses,None,Nerd Glasses,None,None,None,Earring,None,"[11.0, 19.99, 16.0]","[26690.0, 48510.0, 38830.0]","[273.933, 273.933, 273.933]",3.0,26690.00,11.00,273.93,-44.981550576157986,0.0
4615,123.41,Female,Female-Dark,3,Half Shaved,Regular Shades,None,Regular Shades,None,Purple Lipstick,None,None,None,[26.5],[64310.0],[304.37],1.0,64310.00,26.50,304.37,NA,NA
4616,134.15,Female,Female-Mid,3,Cap,Blue Eye Shadow,None,Blue Eye Shadow,None,None,None,None,Clown Nose,,,,,,,,,
4617,78.32,Female,Female-Light,3,Frumpy Hair,Big Shades,None,Big Shades,None,Black Lipstick,None,None,None,,,,,,,,,
4618,73.82,Male,Male-Light,3,Do-rag,Classic Shades,None,Classic Shades,None,None,None,Earring,None,"[59.8, 22.48]","[145120.0, 54550.0]","[30.437, 304.37]",2.0,145120.00,59.80,30.44,166.02628732745504,273.933
4619,214.62,Female,Female-Albino,1,Orange Side,None,None,None,None,None,None,None,None,[125.0],[303350.0],[243.496],1.0,303350.00,125.00,243.50,NA,NA
4620,126.6,Male,Male-Light,4,Cap Forward,Big Shades,Muttonchops,Big Shades,None,None,Mole,None,None,,,,,,,,,
4621,115.59,Female,Female-Mid,2,Tassle Hat,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,"[0.2, 0.1]","[485.3, 242.6]","[1095.75, 1461.0]",2.0,485.30,0.20,1095.75,99.22003284072251,365.25
4622,76.77,Female,Female-Light,3,Messy Hair,Regular Shades,None,Regular Shades,None,Purple Lipstick,None,None,None,[1.0],[2430.0],[365.25],1.0,2430.00,1.00,365.25,NA,NA
4623,90.34,Male,Male-Light,3,Mohawk,Nerd Glasses,Goat,Nerd Glasses,None,None,None,None,None,,,,,,,,,
4624,68.41,Female,Female-Mid,2,Cap,None,None,None,None,Black Lipstick,None,None,None,"[140.0, 115.0, 33.0, 28.0, 18.0, 2.99, 2.2, 1.6]","[339750.0, 279080.0, 80080.0, 67950.0, 43680.0, 7260.0, 5340.0, 3880.0]","[121.748, 121.748, 273.933, 273.933, 334.807, 365.25, 365.25, 365.25]",8.0,339750.00,140.00,121.75,21.738850011287045,0.0
4625,90.25,Female,Female-Dark,4,Cap,Big Shades,None,Big Shades,None,Hot Lipstick,None,Earring,None,,,,,,,,,
4626,63.44,Female,Female-Light,2,Messy Hair,Regular Shades,None,Regular Shades,None,None,None,None,None,"[248.88, 87.0]","[603980.0, 211130.0]","[91.311, 121.748]",2.0,603980.00,248.88,91.31,186.06883877782042,30.436999999999998
4627,206.92,Female,Female-Dark,2,Clown Hair Green,Welding Goggles,None,Welding Goggles,None,None,None,None,None,,,,,,,,,
4628,112.42,Male,Male-Mid,3,Peak Spike,VR,Muttonchops,VR,None,None,None,None,None,"[1.49, 0.25]","[3620.0, 606.7]","[365.25, 730.5]",2.0,3620.00,1.49,365.25,495.6886621688333,365.25
4629,111.78,Male,Male-Light,2,Knitted Cap,None,Big Beard,None,None,None,None,None,None,,,,,,,,,
4630,89.58,Female,Female-Mid,3,Mohawk,VR,None,VR,None,Black Lipstick,None,None,None,"[30.0, 26.25, 35.0, 28.5, 27.5, 18.0]","[72800.0, 63700.0, 84940.0, 69160.0, 66740.0, 43680.0]","[152.185, 213.059, 243.496, 304.37, 304.37, 334.807]",6.0,72800.00,30.00,152.19,14.283920189635953,60.873999999999995
4631,115.18,Male,Male-Dark,2,Purple Hair,None,Mustache,None,None,None,None,None,None,"[24.99, 24.89, 24.0, 19.98, 18.88, 5.99, 5.4, 0.65, 0.6, 0.79, 0.69, 0.4]","[60650.0, 60400.0, 58240.0, 48490.0, 45820.0, 14540.0, 13100.0, 1580.0, 1460.0, 1920.0, 1670.0, 970.7]","[304.37, 304.37, 304.37, 334.807, 334.807, 365.25, 365.25, 365.25, 365.25, 730.5, 730.5, 730.5]",12.0,60650.00,24.99,304.37,0.41224483038360293,0.0
4632,167.28,Male,Male-Dark,4,Vampire Hair,None,Chinstrap,None,None,Frown,None,Earring,None,"[49.25, 34.87, 27.99, 22.5, 20.5, 22.0, 18.99, 17.88, 4.99, 4.49, 3.39, 2.99, 2.0, 0.1]","[119520.0, 84620.0, 67930.0, 54600.0, 49750.0, 53390.0, 46080.0, 43390.0, 12110.0, 10900.0, 8230.0, 7260.0, 4850.0, 242.6]","[152.185, 152.185, 152.185, 273.933, 273.933, 273.933, 273.933, 334.807, 365.25, 365.25, 365.25, 365.25, 365.25, 1461.0]",14.0,119520.00,49.25,152.19,41.24153578898855,0.0
4633,109.94,Male,Male-Dark,2,Stringy Hair,None,Big Beard,None,None,None,None,None,None,"[64.9, 5.49, 7.65, 0.8, 0.25]","[157500.0, 13320.0, 18570.0, 1940.0, 606.7]","[152.185, 365.244, 365.25, 730.5, 730.5]",5.0,157500.00,64.90,152.19,1082.3436678928008,213.05900000000003
4634,85.33,Female,Female-Dark,2,Crazy Hair,None,None,None,Vape,None,None,None,None,"[24.5, 16.0, 0.1]","[59460.0, 38830.0, 242.6]","[152.185, 243.496, 1095.75]",3.0,59460.00,24.50,152.19,53.12508047693852,91.311
4635,119.17,Male,Male-Mid,4,Cap Forward,Eye Patch,Normal Beard,Eye Patch,None,None,None,Earring,None,"[14.88, 5.45]","[36110.0, 13230.0]","[334.807, 365.25]",2.0,36110.00,14.88,334.81,172.91965837805154,30.442999999999984
4636,60.01,Male,Male-Light,2,Frumpy Hair,Regular Shades,None,Regular Shades,None,None,None,None,None,"[69.69, 0.15]","[169120.0, 364.0]","[152.185, 1461.0]",2.0,169120.00,69.69,152.19,46234.24657534247,1308.815
4637,184.65,Female,Female-Light,4,Red Mohawk,None,None,None,Cigarette,Black Lipstick,None,None,None,"[135.98, 0.45, 0.6, 0.4]","[330000.0, 1090.0, 1460.0, 975.5]","[91.311, 730.5, 1461.0, 1461.0]",4.0,330000.00,135.98,91.31,30147.479376718606,639.189
4638,174.8,Female,Female-Mid,3,Messy Hair,Welding Goggles,None,Welding Goggles,None,Black Lipstick,None,None,None,,,,,,,,,
4639,161.86,Female,Female-Light,2,Wild White Hair,None,None,None,None,None,None,None,None,"[135.0, 67.0, 16.0, 2.0]","[327620.0, 162600.0, 38830.0, 4850.0]","[152.185, 243.496, 365.25, 730.5]",4.0,327620.00,135.00,152.19,101.48707572524154,91.311
4640,159.25,Male,Male-Mid,3,Top Hat,Nerd Glasses,None,Nerd Glasses,None,Frown,None,None,None,"[0.01, 16.0, 10.0, 11.5, 1.0, 0.05]","[0.0, 38830.0, 24270.0, 27910.0, 2430.0, 121.3]","[182.622, 334.807, 365.25, 365.25, 1095.75, 1461.0]",6.0,0.00,0.01,182.62,-100.0,152.185
4641,138.94,Female,Female-Light,3,Wild Blonde,Purple Eye Shadow,None,Purple Eye Shadow,Cigarette,None,None,None,None,"[0.2, 0.03]","[485.3, 72.8]","[1461.0, 1461.0]",2.0,485.30,0.20,1461.00,557.5880758807588,0.0
4642,141.01,Male,Male-Mid,4,Fedora,Horned Rim Glasses,Muttonchops,Horned Rim Glasses,None,None,Mole,None,None,[0.49],[1190.0],[730.5],1.0,1190.00,0.49,730.50,NA,NA
4643,94.52,Female,Female-Mid,3,Mohawk,Green Eye Shadow,None,Green Eye Shadow,None,Hot Lipstick,None,None,None,"[97.99, 84.95, 75.75, 67.0]","[237800.0, 206160.0, 183830.0, 162600.0]","[121.748, 121.748, 121.748, 152.185]",4.0,237800.00,97.99,121.75,15.34674356449571,0.0
4644,166.68,Male,Male-Dark,3,Bandana,None,Big Beard,None,None,None,None,None,None,[0.4],[970.7],[1461.0],1.0,970.70,0.40,1461.00,NA,NA
4645,60.97,Male,Male-Mid,2,Frumpy Hair,Classic Shades,None,Classic Shades,None,None,None,None,None,,,,,,,,,
4646,96.71,Male,Male-Dark,3,Police Cap,Small Shades,None,Small Shades,None,None,None,Earring,None,[96.0],[232970.0],[30.437],1.0,232970.00,96.00,30.44,NA,NA
4647,166.25,Male,Male-Mid,4,Top Hat,None,Front Beard Dark,None,None,None,Mole,Earring,None,[31.0],[75230.0],[334.807],1.0,75230.00,31.00,334.81,NA,NA
4648,85.77,Male,Male-Mid,2,Shaved Head,None,Muttonchops,None,None,None,None,None,None,[125.0],[303350.0],[121.748],1.0,303350.00,125.00,121.75,NA,NA
4649,89.15,Male,Male-Light,3,Shaved Head,None,Normal Beard,None,None,None,None,Earring,None,[0.59],[1430.0],[730.5],1.0,1430.00,0.59,730.50,NA,NA
